name,id,breadcrumbs,price,price2,parameters,categories,exhibitions,date,sales,details
"""北方粮仓 江苏大米 2.5Kg""","""WL157924""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥27.24 /袋""","""¥42.24 /袋""","{""品牌"": ""北方粮仓"", ""规格"": ""2.5Kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4538012/1605677997893/Original/1_WL157924.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4538012/1605677997893/Original/2_WL157924.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4538012/1605677997893/Original/3_WL157924.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4538012/1605677997893/Original/4_WL157924.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4538012/1605677997893/Original/5_WL157924.jpg/DetailBig""]","""2010-08-02""",802,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL157924/1605677953118/WL157924_16.jpg""]"
"""依云 evian 天然矿泉水 330ml/瓶 24瓶/箱  (粉红色/牛皮纸外箱随机 英文) 净重约7.9L""","""3176399""","[""食品饮料"", ""酒水饮料"", ""饮用水""]","""¥125.00 /箱""","""¥137.50 /箱""","{""品牌"": ""依云"", ""规格"": ""330ml/瓶 24瓶/箱""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/476416/Original/476416_4776225.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/476416/Original/476416_4776226.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/476416/1632737961614/Original/2_3176399.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/476416/Original/476416_4776227.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/476416/Original/476416_4776228.jpg/DetailBig""]","""2011-11-12""",566,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3176399/1064/3176399_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3176399/1064/3176399_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3176399/1064/3176399_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3176399/1064/3176399_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3176399/1064/3176399_20.jpg""]"
"""元鹤 珍珠香米(粳米) 2.5KG""","""WF411465""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥22.30 /袋""","""¥26.76 /袋""","{""品牌"": ""元鹤""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6921547/1638781994932/Original/1_WF411465.jpg/DetailBig""]","""2018-12-11""",981,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF411465/1638781976282/WF411465_01.jpg""]"
"""福临门 压榨一级葵花籽油 1L  12瓶/箱""","""WF239264""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥27.60 /桶""","""¥33.12 /桶""","{""品牌"": ""福临门"", ""规格"": ""桶""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/6308922/1628576119105/Original/1_WF239264.jpg/DetailBig""]","""2015-09-29""",11,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF239264/1628576102748/WF239264_01.jpg""]"
"""百岁山 百岁山矿泉水 348ml/瓶  24瓶/箱""","""1046632""","[""食品饮料"", ""酒水饮料"", ""饮用水""]","""¥43.00 /箱""","""¥59.00 /箱""","{""品牌"": ""百岁山"", ""规格"": ""348ml/瓶 24瓶/箱""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46617/1657769413938/Original/1_1046632.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46617/1657769413938/Original/2_1046632.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46617/1657769413938/Original/3_1046632.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46617/1657769413938/Original/4_1046632.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46617/1657769413938/Original/5_1046632.jpg/DetailBig""]","""2021-08-20""",589,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046632/1658223240086/1046632_16.jpg""]"
"""金龙鱼 自然葵香葵花籽油 1.8L  新老包装随机发货""","""3124124""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥43.80 /桶""","""¥59.72 /桶""","{""品牌"": ""金龙鱼"", ""规格"": ""1.8L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/424141/1657095698832/Original/1_3124124.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/424141/1609237708342/Original/2_3124124.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/424141/1609237708342/Original/3_3124124.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/424141/1609237708342/Original/4_3124124.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/424141/1609237708342/Original/5_3124124.jpg/DetailBig""]","""2013-03-04""",18,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_17.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_18.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3124124/1657256464919/3124124_19.jpg""]"
"""普娜 矿泉水 250ml/瓶  24瓶/箱""","""1058968""","[""食品饮料"", ""酒水饮料"", ""饮用水""]","""¥195.00 /箱""","""¥215.00 /箱""","{""品牌"": ""普娜"", ""规格"": ""250ml/瓶 24瓶/箱""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/58959/1606216537210/Original/1_1058968.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/58959/1606216537210/Original/2_1058968.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/58959/1606216537210/Original/3_1058968.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/58959/1606216537210/Original/4_1058968.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/58959/1606216537210/Original/5_1058968.jpg/DetailBig""]","""2012-11-24""",743,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1058968/1652680236127/1058968_08.jpg""]"
"""怡宝 Cestbon 饮用纯净水 350ml/瓶  24瓶/箱""","""1046634""","[""食品饮料"", ""酒水饮料"", ""饮用水""]","""¥43.00 /箱""","""¥44.90 /箱""","{""品牌"": ""怡宝 Cestbon"", ""规格"": ""/"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""饮用水"", ""原产地"": ""中国大陆"", ""质保期"": ""12个月""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46619/Original/46619_5733915.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46619/Original/46619_4768781.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46619/Original/46619_4771433.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46619/Original/46619_4873310.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/46619/Original/46619_5733862.jpg/DetailBig""]","""2021-12-17""",891,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1046634/22274/1046634_08.jpg""]"
"""常金 生态福米 2.2Kg  常州外需要500袋起售""","""WF238889""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥22.80 /袋""","""¥27.36 /袋""","{""品牌"": ""常金""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6307994/1629179148963/Original/1_WF238889.jpg/DetailBig""]","""2018-02-27""",406,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WF238889/1629168434132/WF238889_06.jpg""]"
"""金龙鱼 精选珍珠米粳米 5kg/袋 4袋/箱""","""3391643""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥44.00 /袋""","""¥47.80 /袋""","{""品牌"": ""金龙鱼"", ""规格"": ""5kg/袋 4袋/箱""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3650821/1646125154226/Original/1_3391643.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3650821/1646125154226/Original/2_3391643.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3650821/1646125154226/Original/3_3391643.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3650821/1646125154226/Original/4_3391643.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/3650821/1646125154226/Original/5_3391643.jpg/DetailBig""]","""2010-05-31""",253,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3391643/1646122589341/3391643_17.jpg""]"
"""元鹤 芦莘厍周南粳大米 5kg""","""WL149198""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥32.36 /袋""","""¥38.84 /袋""","{""品牌"": ""元鹤"", ""规格"": ""5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4506102/1602656946810/Original/1_WL149198.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4506102/1602656946810/Original/2_WL149198.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4506102/1602656946810/Original/3_WL149198.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4506102/1602656946810/Original/4_WL149198.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4506102/1602656946810/Original/5_WL149198.jpg/DetailBig""]","""2011-02-13""",822,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL149198/1603681465335/WL149198_15.jpg""]"
"""金龙鱼 玉米油 4L  (非转基因)""","""3213482""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥86.09 /桶""","""¥95.00 /桶""","{""品牌"": ""金龙鱼"", ""规格"": ""4L/桶""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/513499/1609237708342/Original/2_3213482.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/513499/1609237708342/Original/1_3213482.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/513499/1609237708342/Original/3_3213482.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/513499/1609237708342/Original/4_3213482.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/513499/1609237708342/Original/5_3213482.jpg/DetailBig""]","""2018-05-30""",911,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3213482/1657256464919/3213482_13.jpg""]"
"""农夫山泉 饮用天然水 4L/瓶  4瓶/箱 (仅限上海 北京)(新老包装随机发货)""","""1032959""","[""食品饮料"", ""酒水饮料"", ""饮用水""]","""¥40.00 /箱""","""¥42.00 /箱""","{""品牌"": ""农夫山泉"", ""规格"": ""4L/瓶 4瓶/箱"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""饮用水"", ""原产地"": ""中国大陆"", ""质保期"": ""12个月""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/32951/1632318062110/Original/1032959.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/32951/1632318062110/Original/1_1032959.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/32951/1632318062110/Original/2_1032959.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/32951/1632318062110/Original/3_1032959.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20584/32951/1632318062110/Original/4_1032959.jpg/DetailBig""]","""2010-12-22""",336,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1032959/1632306442272/1032959_10.jpg""]"
